52,-53.785
52.5,-51.42833333
53,-48.56666667
53.5,-45.44083333
54,-41.95083333
54.5,-37.98666667
55,-33.83416667
55.5,-29.47583333
56,-24.90833333
56.5,-20.14666667
57,-15.24333333
57.5,-10.3175
57.75,-5.5525
58,-0.828333333
58.1,3.6
58.25,7.933333333
58.35,12.275
58.45,16.24583333
58.5,19.96416667
58.55,23.31833333
58.6,26.245
58.7,28.70166667
58.75,30.66416667
58.8,32.11916667
58.85,33.07
58.95,33.53416667
59,33.54
59.1,33.12666667
59.25,32.08916667
59.35,30.69
59.5,29.0875
59.6,27.36416667
59.75,25.5575
59.85,23.69166667
60,21.78083333
60.1,19.8375
60.25,17.8725
60.35,15.89333333
60.5,13.90833333
60.6,11.92333333
60.75,9.9425
60.9,7.971666667
61,6.015
61.15,4.074166667
61.25,2.153333333
61.4,0.2525
61.5,-1.625833333
61.65,-3.480833333
61.75,-5.311666667
61.9,-7.1175
62,-8.899166667
62.15,-10.65583333
62.25,-12.38833333
62.4,-14.0975
62.5,-15.78416667
62.65,-17.44833333
62.75,-19.33833333
62.9,-21.35333333
63,-23.495
63.15,-25.77333333
63.25,-28.205
63.4,-30.80916667
63.5,-33.605
63.65,-36.6075
63.75,-39.8125
63.9,-43.18916667
64,-47.03333333
64.25,-50.80083333
64.5,-54.19833333
64.55,-57.32166667
64.6,-60.17
64.65,-62.735
64.7,-65.0025
64.75,-66.955
64.8,-68.57416667
64.85,-69.84833333
64.9,-70.78166667
65,-71.40666667
65.1,-71.42833333
65.2,-71.39333333
65.3,-71.34833333
65.4,-71.3
65.5,-71.24916667
65.6,-71.19666667
65.7,-71.14166667
65.8,-71.08416667
65.9,-71.025
66,-70.96333333
66.1,-70.89916667
66.2,-70.8325
66.3,-70.76416667
66.4,-70.69333333
66.5,-70.62
66.6,-70.545
66.7,-70.46833333
66.8,-70.38916667
66.9,-70.3075
67,-70.22416667
67.1,-70.13833333
67.2,-70.05083333
67.3,-69.96166667
67.4,-69.87083333
67.5,-69.7775
67.6,-69.6825
67.7,-69.58666667
67.8,-69.48833333
67.9,-69.38833333
68,-69.28666667
68.1,-69.185
68.2,-69.08166667
68.3,-68.9775
68.4,-68.87083333
68.5,-68.76333333
68.6,-68.655
68.7,-68.54666667
68.8,-68.43666667
68.9,-68.32583333
69,-68.21416667
69.1,-68.1025
69.2,-67.99
69.3,-67.87666667
69.4,-67.7625
69.5,-67.64833333
69.6,-67.535
69.7,-67.42083333
69.8,-67.30666667
69.9,-67.19166667
70,-67.0775
70.1,-66.9625
70.2,-66.84833333
70.3,-66.73416667
70.4,-66.62
70.5,-66.50583333
70.6,-66.3925
70.7,-66.27916667
70.8,-66.16583333
70.9,-66.05333333
71,-65.94083333
71.1,-65.82916667
71.2,-65.7175
71.3,-65.60666667
71.4,-65.49666667
71.5,-65.38666667
71.6,-65.2775
71.7,-65.16916667
71.8,-65.06083333
71.9,-64.95333333
72,-64.84666667
72.1,-64.74083333
72.2,-64.63583333
72.3,-64.53166667
72.4,-64.42833333
72.5,-64.32583333
72.6,-64.22333333
72.7,-64.1225
72.8,-64.0225
72.9,-63.92333333
73,-63.82583333
73.1,-63.72833333
73.2,-63.63166667
73.3,-63.53583333
73.4,-63.44083333
73.5,-63.3475
73.6,-63.255
73.7,-63.16416667
73.8,-63.07416667
73.9,-62.985
74,-62.8975
74.1,-62.81083333
74.2,-62.725
74.3,-62.64166667
74.4,-62.55916667
74.5,-62.47833333
74.6,-62.39916667
74.7,-62.32083333
74.8,-62.24416667
74.9,-62.17666667
75,-62.02333333
75.1,-61.78666667
75.2,-61.4675
75.3,-61.0625
75.4,-60.56416667
75.5,-59.96
75.6,-59.23
75.7,-58.33833333
75.8,-57.2225
75.9,-55.76166667
