10.4,-53.785
10.5,-51.42833333
10.6,-48.56666667
10.7,-45.44083333
10.8,-41.95083333
10.9,-37.98666667
11,-33.83416667
11.1,-29.47583333
11.2,-24.90833333
11.3,-20.14666667
11.4,-15.24333333
11.5,-10.3175
11.55,-5.5525
11.6,-0.828333333
11.62,3.6
11.65,7.933333333
11.67,12.275
11.69,16.24583333
11.7,19.96416667
11.71,23.31833333
11.72,26.245
11.74,28.70166667
11.75,30.66416667
11.76,32.11916667
11.77,33.07
11.79,33.53416667
11.8,33.54
11.82,33.12666667
11.85,32.08916667
11.87,30.69
11.9,29.0875
11.92,27.36416667
11.95,25.5575
11.97,23.69166667
12,21.78083333
12.02,19.8375
12.05,17.8725
12.07,15.89333333
12.1,13.90833333
12.12,11.92333333
12.15,9.9425
12.18,7.971666667
12.2,6.015
12.23,4.074166667
12.25,2.153333333
12.28,0.2525
12.3,-1.625833333
12.33,-3.480833333
12.35,-5.311666667
12.38,-7.1175
12.4,-8.899166667
12.43,-10.65583333
12.45,-12.38833333
12.48,-14.0975
12.5,-15.78416667
12.53,-17.44833333
12.55,-19.33833333
12.58,-21.35333333
12.6,-23.495
12.63,-25.77333333
12.65,-28.205
12.68,-30.80916667
12.7,-33.605
12.73,-36.6075
12.75,-39.8125
12.78,-43.18916667
12.8,-47.03333333
12.85,-50.80083333
12.9,-54.19833333
12.95,-57.32166667
13,-60.17
13.05,-62.735
13.1,-65.0025
13.15,-66.955
13.2,-68.57416667
13.25,-69.84833333
13.3,-70.78166667
13.4,-71.40666667
13.5,-71.42833333
13.6,-71.39333333
13.7,-71.34833333
13.8,-71.3
13.9,-71.24916667
14,-71.19666667
14.1,-71.14166667
14.2,-71.08416667
14.3,-71.025
14.4,-70.96333333
14.5,-70.89916667
14.6,-70.8325
14.7,-70.76416667
14.8,-70.69333333
14.9,-70.62
15,-70.545
15.1,-70.46833333
15.2,-70.38916667
15.3,-70.3075
15.4,-70.22416667
15.5,-70.13833333
15.6,-70.05083333
15.7,-69.96166667
15.8,-69.87083333
15.9,-69.7775
16,-69.6825
16.1,-69.58666667
16.2,-69.48833333
16.3,-69.38833333
16.4,-69.28666667
16.5,-69.185
16.6,-69.08166667
16.7,-68.9775
16.8,-68.87083333
16.9,-68.76333333
17,-68.655
17.1,-68.54666667
17.2,-68.43666667
17.3,-68.32583333
17.4,-68.21416667
17.5,-68.1025
17.6,-67.99
17.7,-67.87666667
17.8,-67.7625
17.9,-67.64833333
18,-67.535
18.1,-67.42083333
18.2,-67.30666667
18.3,-67.19166667
18.4,-67.0775
18.5,-66.9625
18.6,-66.84833333
18.7,-66.73416667
18.8,-66.62
18.9,-66.50583333
19,-66.3925
19.1,-66.27916667
19.2,-66.16583333
19.3,-66.05333333
19.4,-65.94083333
19.5,-65.82916667
19.6,-65.7175
19.7,-65.60666667
19.8,-65.49666667
19.9,-65.38666667
20,-65.2775
20.1,-65.16916667
20.2,-65.06083333
20.3,-64.95333333
20.4,-64.84666667
20.5,-64.74083333
20.6,-64.63583333
20.7,-64.53166667
20.8,-64.42833333
20.9,-64.32583333
21,-64.22333333
21.1,-64.1225
21.2,-64.0225
21.3,-63.92333333
21.4,-63.82583333
21.5,-63.72833333
21.6,-63.63166667
21.7,-63.53583333
21.8,-63.44083333
21.9,-63.3475
22,-63.255
22.1,-63.16416667
22.2,-63.07416667
22.3,-62.985
22.4,-62.8975
22.5,-62.81083333
22.6,-62.725
22.7,-62.64166667
22.8,-62.55916667
22.9,-62.47833333
23,-62.39916667
23.1,-62.32083333
23.2,-62.24416667
23.3,-62.17666667
23.4,-62.02333333
23.5,-61.78666667
23.6,-61.4675
23.7,-61.0625
23.8,-60.56416667
23.9,-59.96
24,-59.23
24.1,-58.33833333
24.2,-57.2225
24.3,-55.76166667
