0,-62.2,10,0.0639,0.543,0.337
0.1,-61.14,10,0.0684,0.542,0.338
0.2,-60.09,10,0.075,0.54,0.339
0.3,-59.02,10,0.0829,0.538,0.34
0.4,-57.88,10,0.0921,0.535,0.342
0.5,-56.65,10,0.103,0.531,0.345
0.6,-55.25,10,0.115,0.526,0.348
0.7,-53.58,10,0.13,0.52,0.352
0.8,-51.43,10,0.148,0.512,0.357
0.9,-48.42,10,0.172,0.503,0.363
1,-44.68,0,0.208,0.489,0.37
1.1,-37.44,0,0.257,0.471,0.38
1.15,-32.14,0,0.302,0.457,0.387
1.2,-23.6,0,0.361,0.438,0.396
1.23,-18.49,0,0.403,0.426,0.403
1.25,-11.89,0,0.452,0.412,0.41
1.26,-8.43,0,0.481,0.405,0.414
1.28,-4.57,0,0.511,0.398,0.419
1.29,-0.33,0,0.542,0.391,0.424
1.3,4.25,0,0.575,0.384,0.429
1.31,9.05,0,0.609,0.377,0.435
1.33,13.95,0,0.644,0.37,0.442
1.34,18.79,0,0.679,0.363,0.448
1.35,23.38,0,0.713,0.357,0.456
1.36,27.54,0,0.746,0.35,0.463
1.38,31.14,0,0.777,0.344,0.471
1.39,34.11,0,0.805,0.337,0.479
1.41,39.06,0,0.856,0.325,0.496
1.44,40.65,0,0.895,0.313,0.513
1.46,40.58,0,0.925,0.301,0.53
1.49,39.8,0,0.945,0.29,0.546
1.51,38.69,0,0.96,0.279,0.561
1.54,37.39,0,0.971,0.269,0.576
1.56,35.94,0,0.978,0.259,0.59
1.59,34.38,0,0.984,0.249,0.603
1.61,32.71,0,0.987,0.24,0.615
1.64,30.96,0,0.99,0.231,0.627
1.66,29.15,0,0.992,0.222,0.638
1.69,27.28,0,0.993,0.214,0.648
1.71,25.36,0,0.994,0.206,0.658
1.74,23.42,0,0.994,0.199,0.667
1.76,21.45,0,0.995,0.191,0.676
1.79,19.46,0,0.995,0.184,0.684
1.81,17.47,0,0.994,0.177,0.692
1.84,15.47,0,0.994,0.171,0.699
1.86,13.48,0,0.994,0.165,0.706
1.89,11.49,0,0.993,0.159,0.712
1.91,9.52,0,0.992,0.153,0.718
1.94,7.56,0,0.991,0.147,0.723
1.96,5.61,0,0.99,0.142,0.729
1.99,3.69,0,0.989,0.137,0.733
2.01,1.79,0,0.988,0.132,0.738
2.04,-0.09,0,0.986,0.127,0.742
2.06,-1.95,0,0.984,0.123,0.746
2.09,-3.78,0,0.982,0.118,0.749
2.11,-5.59,0,0.98,0.114,0.752
2.14,-7.37,0,0.977,0.11,0.755
2.16,-9.13,0,0.974,0.107,0.758
2.19,-10.86,0,0.971,0.103,0.76
2.21,-12.57,0,0.967,0.0997,0.762
2.24,-14.26,0,0.963,0.0965,0.764
2.26,-15.92,0,0.958,0.0935,0.766
2.29,-17.56,0,0.953,0.0907,0.768
2.31,-19.18,0,0.948,0.088,0.769
2.34,-20.79,0,0.941,0.0855,0.77
2.36,-22.37,0,0.934,0.0832,0.771
2.39,-23.94,0,0.926,0.0811,0.772
2.41,-25.49,0,0.918,0.0791,0.773
2.44,-27.04,0,0.909,0.0773,0.773
2.49,-31.53,0,0.889,0.0741,0.774
2.54,-34.78,0,0.861,0.0718,0.773
2.59,-38.06,0,0.827,0.0702,0.772
2.64,-41.46,0,0.787,0.0692,0.771
2.69,-45.05,0,0.74,0.0689,0.768
2.74,-48.86,0,0.683,0.0693,0.766
2.79,-52.89,0,0.617,0.0705,0.762
2.84,-57.04,0,0.54,0.0724,0.758
2.89,-61.06,0,0.454,0.0751,0.753
2.94,-64.59,0,0.362,0.0787,0.748
3.04,-71.21,0,0.198,0.0876,0.736
3.14,-71.59,0,0.0766,0.1,0.723
3.24,-71.62,0,0.039,0.113,0.71
3.34,-71.59,0,0.028,0.125,0.697
3.44,-71.56,0,0.025,0.138,0.685
3.54,-71.52,0,0.0241,0.15,0.673
3.64,-71.48,0,0.024,0.161,0.661
3.74,-71.44,0,0.024,0.173,0.65
3.84,-71.39,0,0.0241,0.184,0.639
3.94,-71.34,0,0.0243,0.195,0.628
4.04,-71.29,0,0.0244,0.206,0.617
4.14,-71.24,0,0.0245,0.217,0.607
4.24,-71.19,0,0.0247,0.227,0.597
4.34,-71.13,0,0.0249,0.237,0.588
4.44,-71.08,0,0.025,0.247,0.578
4.54,-71.02,0,0.0252,0.257,0.569
4.64,-70.95,0,0.0254,0.266,0.56
4.74,-70.89,0,0.0256,0.275,0.552
4.84,-70.82,0,0.0258,0.285,0.543
4.94,-70.75,0,0.026,0.293,0.535
5.04,-70.68,0,0.0262,0.302,0.527
5.14,-70.61,0,0.0265,0.311,0.52
5.24,-70.53,0,0.0267,0.319,0.512
5.34,-70.45,0,0.027,0.327,0.505
5.44,-70.37,0,0.0272,0.335,0.498
5.54,-70.29,0,0.0275,0.342,0.491
5.64,-70.2,0,0.0278,0.35,0.485
5.74,-70.12,0,0.028,0.357,0.478
5.84,-70.03,0,0.0283,0.364,0.472
5.94,-69.94,0,0.0286,0.371,0.466
6.04,-69.85,0,0.029,0.378,0.46
6.14,-69.75,0,0.0293,0.385,0.455
6.24,-69.66,0,0.0296,0.391,0.449
6.34,-69.56,0,0.03,0.397,0.444
6.44,-69.46,0,0.0303,0.404,0.439
6.54,-69.36,0,0.0307,0.409,0.434
6.64,-69.26,0,0.0311,0.415,0.429
6.74,-69.15,0,0.0315,0.421,0.425
6.84,-69.05,0,0.0319,0.426,0.42
6.94,-68.94,0,0.0323,0.432,0.416
7.04,-68.84,0,0.0327,0.437,0.412
7.14,-68.73,0,0.0331,0.442,0.408
7.24,-68.62,0,0.0335,0.447,0.404
7.34,-68.51,0,0.034,0.451,0.4
7.44,-68.4,0,0.0344,0.456,0.397
7.54,-68.29,0,0.0349,0.46,0.393
7.64,-68.18,0,0.0354,0.465,0.39
7.74,-68.06,0,0.0359,0.469,0.387
7.84,-67.95,0,0.0364,0.473,0.384
7.94,-67.84,0,0.0369,0.477,0.381
8.04,-67.72,0,0.0374,0.48,0.378
8.14,-67.61,0,0.0379,0.484,0.375
8.24,-67.49,0,0.0384,0.487,0.373
8.34,-67.38,0,0.0389,0.491,0.37
8.44,-67.27,0,0.0395,0.494,0.368
8.54,-67.15,0,0.04,0.497,0.366
8.64,-67.04,0,0.0406,0.5,0.364
8.74,-66.92,0,0.0411,0.503,0.361
8.84,-66.81,0,0.0417,0.506,0.359
8.94,-66.69,0,0.0423,0.508,0.358
9.04,-66.58,0,0.0429,0.511,0.356
9.14,-66.46,0,0.0435,0.513,0.354
9.24,-66.35,0,0.0441,0.516,0.353
9.34,-66.23,0,0.0447,0.518,0.351
9.44,-66.12,0,0.0453,0.52,0.35
9.54,-66.01,0,0.0459,0.522,0.348
9.64,-65.9,0,0.0465,0.524,0.347
9.74,-65.78,0,0.0471,0.526,0.346
9.84,-65.67,0,0.0478,0.527,0.345
9.94,-65.56,0,0.0484,0.529,0.344
10.04,-65.45,0,0.049,0.53,0.343
10.14,-65.34,0,0.0497,0.532,0.342
10.24,-65.23,0,0.0503,0.533,0.341
10.34,-65.12,0,0.051,0.534,0.341
10.44,-65.02,0,0.0516,0.536,0.34
10.54,-64.91,0,0.0523,0.537,0.339
10.64,-64.8,0,0.0529,0.538,0.339
10.74,-64.7,0,0.0536,0.539,0.338
10.84,-64.59,0,0.0543,0.539,0.338
10.94,-64.49,0,0.055,0.54,0.337
11.04,-64.38,0,0.0556,0.541,0.337
11.14,-64.28,0,0.0563,0.541,0.337
11.24,-64.18,0,0.057,0.542,0.337
11.34,-64.08,0,0.0577,0.542,0.336
11.44,-63.98,0,0.0584,0.543,0.336
11.54,-63.88,0,0.059,0.543,0.336
11.64,-63.78,0,0.0597,0.543,0.336
11.74,-63.68,0,0.0604,0.543,0.336
11.84,-63.59,0,0.0611,0.544,0.336
11.94,-63.49,0,0.0618,0.544,0.336
12.04,-63.4,0,0.0625,0.544,0.336
12.14,-63.3,0,0.0632,0.543,0.337
12.24,-63.21,0,0.0639,0.543,0.337
12.34,-63.12,0,0.0645,0.543,0.337
12.44,-63.03,0,0.0652,0.543,0.337
12.54,-62.94,0,0.0659,0.543,0.338
12.64,-62.85,0,0.0666,0.542,0.338
12.74,-62.77,0,0.0673,0.542,0.338
12.84,-62.68,0,0.0679,0.541,0.339
12.94,-62.6,0,0.0686,0.541,0.339
13.04,-62.52,0,0.0693,0.54,0.34
13.14,-62.44,0,0.0699,0.54,0.34
13.24,-62.36,0,0.0706,0.539,0.341
13.34,-62.28,0,0.0712,0.538,0.341
13.44,-62.2,0,0.0719,0.538,0.342
